id,category,tripleset_size,tripleset,lexicalisations,prediction_vicuna-7b,bleu_nltk_vicuna-7b,meteor_vicuna-7b,execution_time_vicuna-7b
13,Monument,6,"[{'object': 'Franklin_County,_Pennsylvania', 'property': 'hasToItsWest', 'subject': 'Adams_County,_Pennsylvania'}, {'object': '2000', 'property': 'established', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Adams_County,_Pennsylvania', 'property': 'location', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Gettysburg,_Pennsylvania', 'property': 'municipality', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Contributing_property', 'property': 'category', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Cumberland_County,_Pennsylvania', 'property': 'hasToItsNorth', 'subject': 'Adams_County,_Pennsylvania'}]","[""Pennsylvania's Franklin County is found to the west of Adams County, Pennsylvania and Pennsylvania's Cumberland County is to the north. A monument to the 11th Mississippi Infantry was erected in Adams County in the year 2000 in the municipality of Gettysburg and this monument is categorised as a contributing property."", 'The 11th Mississippi Infantry Monument, a Contributing property established in the year 2000 in Adams County, Pennsylvania falls in the municipality of Gettysburg, Pennsylvania. Adams County Pennsylvania is East of Franklin County, Pennsylvania and has Cumberland County, Pennsylvania to its north.']","The 11th Mississippi Infantry Monument is located in Gettysburg, Pennsylvania, which is a municipality in Adams County, Pennsylvania. The monument was established in 2000 and is located in Franklin County, Pennsylvania. It is a contributing property in Cumberland County, Pennsylvania.",0.1316882542115467,0.4971735941320294,3.1222095489501958
14,Artist,1,"[{'object': 'Modern_Hebrew', 'property': 'officialLanguage', 'subject': 'Israel'}]","['The official language of Israel is modern Hebrew.', 'Israel’s official language is Modern Hebrew.', 'Modern Hebrew is the official language of Israel.']",Modern Hebrew is the official language of Israel.,1.0,0.9990234375,0.8911793231964111
15,Airport,3,"[{'object': 'ENAIRE', 'property': 'operatingOrganisation', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Alcobendas', 'property': 'location', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': '610.0', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}]",['ENAIRE is the operating organisation for Adolfo Suarez Madrid-Barajas airport. This airport is situated 610 meters above sea level in Alcobendas.'],"ENAIRE operates Adolfo Suárez Madrid–Barajas Airport, located in Alcobendas and elevated at 610.0 meters above sea level.",0.08001176044152772,0.2778878541707945,2.1612160205841064
16,Company,2,"[{'object': '2000-01-01', 'property': 'foundingDate', 'subject': 'GMA_New_Media'}, {'object': 'Mobile_Applications', 'property': 'product', 'subject': 'GMA_New_Media'}]","['GMA New Media, a company founded on 01-01-2000 are manufacturers of mobile applications.', 'GMA New Media, which was founded on January 1, 2000, is a company that offers products such as mobile applications.', 'GMA New Media makes mobile apps and was founded on 01/01/2000.']",GMA New Media was founded on 1 January 2000 and specializes in mobile applications.,0.21359012567909885,0.6637168141592921,1.4076223373413086
17,Company,4,"[{'object': 'São_Paulo', 'property': 'location', 'subject': 'Hypermarcas'}, {'object': '8514837.14  (square kilometres)', 'property': 'areaTotal', 'subject': 'Brazil'}, {'object': 'Brazil', 'property': 'location', 'subject': 'Hypermarcas'}, {'object': 'Pharmaceuticals', 'property': 'industry', 'subject': 'Hypermarcas'}]","['Hypermarcas is a pharmaceutical company located in Sao Paulo, Brazil. Brazil is 8514837.14 square kilometers in size.', 'Hypermarcas, a pharmaceutical company, is located in Sao Paulo within the 8514837.14 square kilometres that make up the country of Brazil.', 'Hypermarcas, a company in the pharmaceuticals industry, is located in Sao Paulo, Brazil, a country with a total area of 8514837.14 square kilometres.']","São Paulo is located in Brazil and has an area of 851,483.14 square kilometres. It is the largest city in Brazil and is known for its pharmaceutical industry, which is centered around Hypermarcas.",0.07307230233455801,0.3701790633608815,2.6684834957122803
18,MusicalWork,3,"[{'object': 'Rock_music', 'property': 'genre', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Squeeze_(The_Velvet_Underground_album)', 'property': 'precededBy', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': ""Andy_Warhol's_Velvet_Underground_Featuring_Nico"", 'property': 'precededBy', 'subject': 'Squeeze_(The_Velvet_Underground_album)'}]","[""The Quine Tapes are Rock music genre preceded by the album Squeeze, and Squeeze was preceded by the album Andy Warhol's Velvet Underground Featuring Nico."", ""Bootleg Series Volume 1: The Quine Tapes's genre is rock, and is preceded by the Velvet Underground album Squeeze, which was preceded by the compilation album Andy Warhol's Velvet Underground Featuring Nico."", ""The album Bootleg Series Volume 1: The Quine Tapes fits into the Rock music genre and was preceded by Squeeze by The Velvet Underground, which in turn was preceded by Andy Warhol's Velvet Underground Featuring Nico.""]","The album Squeeze by The Velvet Underground was preceded by Bootleg Series Volume 1: The Quine Tapes, which is a rock music genre.",0.3816440801352613,0.494423910527114,2.0536670684814453
19,University,4,"[{'object': '""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '""Dr. G. P. Prabhukumar""', 'property': 'director', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Visvesvaraya_Technological_University', 'property': 'affiliation', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '""India""', 'property': 'country', 'subject': 'Acharya_Institute_of_Technology'}]","['Dr. G. P. Prabhukumar is the director of the Acharya Institute of Technology which is located at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090 in India and is affiliated with Visvesvaraya Technological University.', 'The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, India. Its director is Dr.G.P. Prabhukumar and it is affiliated to Visvesvaraya Technological University.', 'The campus of the Acharya Institute of Technology is located at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, India and it is affiliated with the Visvesvaraya Technological University. Its director is Dr.G.P.Prabhukumar.']","Acharya Institute of Technology is located on Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090. Dr. G. P. Prabhukumar is the director of the institute, which is affiliated with Visvesvaraya Technological University and located in India.",0.6610661604230885,0.79586126114401,4.023279428482056
20,Politician,3,"[{'object': 'United_States', 'property': 'deathPlace', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'United_States', 'property': 'birthPlace', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'African_Americans', 'property': 'ethnicGroup', 'subject': 'United_States'}]","['Abraham A. Ribicoff was born and died in the United States where African Americans are an ethnic group.', 'Abraham A.Ribicoff died in the United States. It was also his birthplace. African Americans are an ethnic group in the U.S.A.', 'Abraham A Ribicoff was born and died in the United States where African Americans are an ethnic group.']",Abraham A. Ribicoff was born and died in the United States. He was of African American ethnic group.,0.6233473783356551,0.760062358276644,1.4917035102844238
21,MusicalWork,7,"[{'object': 'The_Velvet_Underground', 'property': 'artist', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'The_Velvet_Underground', 'property': 'producer', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': '230.05', 'property': 'runtime', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'United_States', 'property': 'recordedIn', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'St._Louis,_Missouri', 'property': 'recordedIn', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Rock_music', 'property': 'genre', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Polydor_Records', 'property': 'recordLabel', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}]","['Music group the Velvet Underground produced and released rock music album Bootleg Series Volume 1: The Quine Tapes under the Polydor Records record label. The album was recorded in St. Louis, Missouri, USA and has a run time of 230:05.', 'Bootleg Series Volume 1: The Quine Tapes created and produced by The Velvet Underground with runtime of 230.05 minutes was recorded in was St. Louis Missouri, United States. The Rock genre album was recorded through Polydor Records.', 'The Bootleg Series Volume I: The Quine Tapes created and produced by The Velvet Underground with runtime of 230.05 minutes was recorded in St. Louis, Missouri, United States. The Rock music genre album was released by the record label Polydor Records.']","The Velvet Underground's Bootleg Series Volume 1: The Quine Tapes was recorded in St. Louis, Missouri and has a runtime of 230.05 minutes. It was produced by the Velvet Underground and recorded in the United States. The genre of the album is rock music and it was released on Polydor Records.",0.32557999475244415,0.6842251606524962,3.716964721679688
22,WrittenWork,2,"[{'object': 'George_Allen_&_Unwin', 'property': 'publisher', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'Fantasy_(genre)', 'property': 'literaryGenre', 'subject': 'The_Fellowship_of_the_Ring'}]","['The fellowship of the Ring belongs to the fantasy genre.George Allen & Unwin published it.', 'The Fellowship of the Ring was published in the Fantasy genre by George Allen & Unwin.', 'The Fellowship of the Ring, from the fantasy genre, was published by George Allen & Unwin.']","George Allen & Unwin is the publisher of The Fellowship of the Ring, a fantasy novel.",0.3643778960584033,0.5552685950413223,1.3923933506011963
23,Astronaut,3,"[{'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}, {'object': 'Distinguished_Service_Medal_(United_States_Navy)', 'property': 'award', 'subject': 'Alan_Shepard'}]","['Distinguished Service Medal (US Navy) recipient Alan Shepard was born in New Hampshire but died in California.', 'Awarded the Distinguished Service Medal by The United States Navy, Alan Shepard, was born in New Hampshire, and died in California.', 'Alan Shepard, born in New Hampshire while having died in California, was awarded the Distinguished Service Medal by the United States Navy.']","Alan Shepard died in California, was born in New Hampshire, and received the Distinguished Service Medal (United States Navy) award.",0.4895888965390898,0.5908798972382787,1.8028004169464111
24,MusicalWork,3,"[{'object': 'Imagine_(John_Lennon_song)', 'property': 'followedBy', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Espionage_(production_team)', 'property': 'producer', 'subject': 'Mermaid_(Train_song)'}, {'object': 'California_37_(Train_album)', 'property': 'album', 'subject': 'Mermaid_(Train_song)'}]","['Imagine is a song that Train followed Mermaid with, which was a song produced by the production team Espionage, and was on their album California 37.', 'Train followed its song Mermaid, from its California 37 album, which was was produced by the production team Espionage, with a song titled Imagine.', ""From the production team Espionage, Train's song Mermaid (on the California 37 album) was followed by Train's performance of Imagine by John Lennon."", 'The Train song Mermaid, which belongs to the California 37 Train album and was produced by Espionage, is followed by the John Lennon song Imagine.', ""Train's song Imagine came after a song from their California 37 album, titled Mermaid, which was produced by the production team Espionage.""]","The song ""Mermaid (Train Song)"" was followed by ""Imagine (John Lennon song)"" and produced by the production team of ""Espionage (production team)"". It is part of the album ""California 37 (Train album)"".",0.17535364931759503,0.40094747397904495,2.965420246124268
25,WrittenWork,5,"[{'object': 'George_Allen_&_Unwin', 'property': 'publisher', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'Fantasy_(genre)', 'property': 'literaryGenre', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'The_Two_Towers', 'property': 'followedBy', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'J._R._R._Tolkien', 'property': 'author', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': '1954-07-29', 'property': 'releaseDate', 'subject': 'The_Fellowship_of_the_Ring'}]","['The Fellowship of the Ring was written by J.R.R. Tolkien and was released on July 29, 1954. The Fellowship of the Ring is considered fantasy and was published by George Allen & Unwin. The sequel to The Fellowship of the Ring was The Two Towers.', 'J.R.R. Tolkien is the author of The Fellowship of the Ring released on July 29, 1954. It is a fantasy book published by George Allen & Unwin. The novel was followed by The Two Towers.', 'The Fellowship of the Ring belongs to the fantasy genre. Its author is J.R.R. Tolkien. It was published on July 29, 1954 by George Allen & Unwin. It was followed by The Two Towers.']","George Allen & Unwin published The Fellowship of the Ring, which is a fantasy novel written by J.R.R. Tolkien. The Two Towers is the second book in The Lord of the Rings trilogy, which was released on July 29, 1954.",0.3068291276980438,0.6223591549295774,3.274625301361084
26,Company,2,"[{'object': 'Philippines', 'property': 'location', 'subject': 'GMA_New_Media'}, {'object': 'Entertainment', 'property': 'industry', 'subject': 'GMA_New_Media'}]","['GMA New Media lies in the Philippines where applications are offered in the entertainment industry.', 'Located in the Philippines, GMA New Media is an entertainment industry.', 'GMA New Media is an entertainment company located in the Philippines.']",GMA New Media is located in the Philippines and operates in the Entertainment industry.,0.31329633532721574,0.7614989620889328,1.2011983394622805
27,Film,3,"[{'object': 'Bernard_Knowles', 'property': 'cinematography', 'subject': 'English_Without_Tears'}, {'object': 'Terence_Rattigan', 'property': 'writer', 'subject': 'English_Without_Tears'}, {'object': '89.0', 'property': 'runtime', 'subject': 'English_Without_Tears'}]","['English Without Tears, written by Terence Rattigan, runs 89 minutes. The cinematography for the film was done by Bernard Knowles.', 'English Without Tears, an 89 minute film written by Terence Rattigan, features the cinematography of Bernard Knowles.', 'Terence Rattigan is the writer of the 89 minute movie ´English Without Tears´ and Bernard Knowles is the cinematographer.']","Bernard Knowles was the cinematographer for the film English Without Tears, written by Terence Rattigan and with a runtime of 89 minutes.",0.35215555867467163,0.6284097797534854,1.8682482242584229
28,Scientist,3,"[{'object': 'George_Monson', 'property': 'spouse', 'subject': 'Lady_Anne_Monson'}, {'object': '1776-02-18', 'property': 'deathDate', 'subject': 'Lady_Anne_Monson'}, {'object': 'Botany', 'property': 'professionalField', 'subject': 'Lady_Anne_Monson'}]","['George Monson was married to Lady Anne Monson, a botanist, who died on February 18, 1776.', 'Lady Anne Monson, a professional botanist who was married to George Monson, died on February 18th, 1776.', 'Lady Anne Monson is the spouse of George Monson. Her professional field of study was botany, and she died on 18 February 1776.']","Lady Anne Monson, wife of George Monson, died on February 18, 1776. She was a professional in the field of botany.",0.382237228725007,0.6647110472541509,2.065509796142578
29,Politician,2,"[{'object': '""Demak Jaya, Jalan Bako, Kuching, Sarawak""', 'property': 'residence', 'subject': 'Abdul_Taib_Mahmud'}, {'object': 'Parti_Pesaka_Bumiputera_Bersatu', 'property': 'party', 'subject': 'Abdul_Taib_Mahmud'}]","['Abdul Taib Mahmud, member of the Parti Pesaka Bumiputera Bersatu party, resides in Demak Jaya, Jalan Bako, Kuching, Sarawak.', 'Abdul Taib Mahmud, a member of the Parti Pesaka Bumiputera Bersatu party, resides in Demak Jaya, Jalan Bako, Kuching, Sarawak.']","Abdul Taib Mahmud resided in Demak Jaya, Jalan Bako, Kuching, Sarawak. He was a member of Parti Pesaka Bumiputera Bersatu.",0.4464617303464354,0.7937500000000002,2.473608493804932
30,Artist,5,"[{'object': 'Karlsruhe', 'property': 'birthPlace', 'subject': 'Liselotte_Grschebina'}, {'object': 'Israel', 'property': 'nationality', 'subject': 'Liselotte_Grschebina'}, {'object': 'School_of_Applied_Arts_in_Stuttgart', 'property': 'training', 'subject': 'Liselotte_Grschebina'}, {'object': 'Germany', 'property': 'country', 'subject': 'Karlsruhe'}, {'object': 'Modern_Hebrew', 'property': 'language', 'subject': 'Israel'}]","[""Liselotte Grschebina was an Israeli who attended the school of Applied Arts in Stuttgart. She was born in Karlsruhe, Germany. Israel's national language is Modern Hebrew."", 'Liselotte Grschebina is an Israeli national who did her studies at the School of Applied Arts in Stuttgart and was born in Karlsruhe, which is in Germany unlike Israel whose language is Modern Hebrew.', 'Liselotte Grschebina was born in Karlsruhe which is located in Germany, has Israeli nationality (the language in Israel is Modern Hebrew), and studied at the School of Applied Arts in Stuttgart.']","Liselotte Grschebina was born in Karlsruhe, Germany. She is a national of Israel and trained at the School of Applied Arts in Stuttgart. She is from Germany and speaks Modern Hebrew.",0.489058928778098,0.6647154131605081,2.4734208583831787
31,Company,1,"[{'object': 'Philippines', 'property': 'location', 'subject': 'Chinabank'}]","[""Chinabank's location is the Philippines."", 'Chinabank is located in the Philippines.']",The Chinabank is located in the Philippines.,0.8091067115702212,0.981329690346084,0.901409387588501
32,MusicalWork,6,"[{'object': 'Columbia_Records', 'property': 'recordLabel', 'subject': 'Mermaid_(Train_song)'}, {'object': '3.16', 'property': 'runtime', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Sony_Music_Entertainment', 'property': 'recordLabel', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Espen_Lind', 'property': 'writer', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Reggae', 'property': 'genre', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Amund_Bjørklund', 'property': 'writer', 'subject': 'Mermaid_(Train_song)'}]","['The Train song Mermaid, which is an example of the reggae genre, was released under the record labels of Columbia Records and Sony Music Entertainment. It was written by Espen Lind and Amund Bjørklund and has a total runtime of 3 minutes and 16 seconds.', 'Amund Bjorklund and Espen Lind are writers of the 3.16 minute reggae song Mermaid by Train that was released under Sony Music Entertainment and Columbia Records.', 'The song Mermaid was written In the reggae music genre by Espen Lind and Amund Bjorklund The song was performed by Train and released by Columbia Records and Sony Music Entertainment records. It has a total runtime of three minutes and sixteen seconds.']","The song ""Mermaid (Train Song)"" by Columbia Records is 3.16 minutes long and was written by Espen Lind and Amund Bjørklund. It is a reggae song and was released under the record label Sony Music Entertainment.",0.30841131847337216,0.5443419197744457,2.8834762573242188
33,Film,3,"[{'object': 'Louis_Levy', 'property': 'musicComposer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Cecil_Parker', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Ted_Willis', 'property': 'writer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","[""It's Great to be Young,a 1956 film starring Cecil Parker was composed by Louis Levy and written by Ted Willis."", ""“It's Great to Be Young” (1956) was written by Ted Willis and features music by Louis Levy. A main role in the movie was given to Cecil Parker."", ""Louis Levy is the composer of the 1956 film It's Great to Be Young, which is written by Ted Willis and stars Cecil Parker.""]","Louis Levy composed the music for the 1956 film ""It's Great to Be Young"". Cecil Parker starred in the film and Ted Willis wrote the script.",0.1395312929217143,0.5263687022462228,2.116101026535034
34,Artist,5,"[{'object': 'Post-metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Lotus_Eaters_(band)', 'property': 'associatedBand/associatedMusicalArtist', 'subject': 'Aaron_Turner'}, {'object': 'Massachusetts', 'property': 'origin', 'subject': 'Aaron_Turner'}, {'object': 'Electric_guitar', 'property': 'instrument', 'subject': 'Aaron_Turner'}, {'object': '1995', 'property': 'activeYearsStartYear', 'subject': 'Aaron_Turner'}]","['Aaron Turner is a post-metal musician from Massachusetts who plays the electric guitar. He started performing in 1995 and is a musician in the Lotus Eaters band.', 'Aaron Turner is a post-metal musician born in Massachusetts who plays electric guitar, started performing in 1995 and is in the Lotus Eaters band.', 'Aaron Turner is a post metal performer from Massachusetts who plays the electric guitar, started performing in 1995 and is in the Lotus Eaters band.']",Aaron Turner is associated with the band Lotus Eaters and is from Massachusetts. He plays the electric guitar and his genre is post-metal. He was active in 1995.,0.1143433820088083,0.3581869635381341,2.2633631229400635
